Rating,Review,Name
1.0,"Ordered jungly combo , WORST , very less quantity Poop service refused paan because Sunday, cold drink was good",
1.0,I was with my wife and the people here are like staring and seems to pass comments. I came the first time to Jaipur and I got this experience. Jaipur is indeed beautiful but some people just ruin the beauty of this one.,
1.0,"The quality of the food, the taste and the general atmosphere were extremely poor. Hygiene was a major concern, and the staff had a bad attitude. I would not recommend this restaurant to anyone.",
3.0,Very creative with the theme but does not manage to maintain the cleaning and hygiene of the restaurant. They have a little open space to eat your meal but again it is very bad hygiene.,
4.0,"FOREIGN: Be careful, they don't take international credit/debit cards, and Google Pay won't work either because Google asks for the details of the aa account and they may not have those available. The dal makhani was very nice, a little spicy but not extremely.",
1.0,"I had my worst experience here I once had a roti that was too dry and hard, which makes it difficult to chew. It lacked the usual sweetness and freshness that defines a good roti, leaving a taste and texture quite unpleasant.And I got my best taste.",
1.0,"Very bad test. Very bad, not even worth eating. Ask all people. Order only after seeing the note. Do not order at all from this restaurant.",
1.0,"The worst punjabi chicken I've ever had in my life. Taste is bad, chapati is even worse.",
3.0,I had biryani it was good but nothing special. It was the same as street style biryani which is much cheaper and tastes the same or better.,
1.0,"As the business of an outlet grows, you have to learn to be modest! If not, they should at least know how to behave at the professional level! I think I have to mention this, maybe it will be useful for others! ...",
1.0,The food was so bad that she poisoned me.,
3.0,The price is too high in relation to the quantity and taste .. dissipated.. order chicken keema combo and mugh malay tikka,
1.0,"Today I went to your restaurant and dined a biryani chicken, the food was tasty but it was such a horrible service.Let me tell you a story, Jaipur today I went to lunch this time too, they served us very late and I thought ...",
3.0,The Maharaja chicken is good.,
4.0,The food was incredible. The price was also good. But the place and the atmosphere was not good. The restaurant is in a shadey place and the atmosphere seems more frightening than safe. I feel like the place doesn't feel safe for anyone.,
4.0,"Good food... a little on the oily and spicy side, should make sure to tell them to do otherwise. Hygiene could be a problem here for some people. Pleasant and friendly staff! Absolutely appreciated our meals!",
1.0,"The service guy cheated on me. He said that umblate masala 170, and he has money, after he said less pay so I get it. It's not good.",
4.0,"Biryani ordered online, everything was good, they gave chutney and marinated onion. Each biryani chicken is tender. But today it wasn't, it was hard idk maybe not cooked properly.",
4.0,"Affordable and tasty. Food of good quality but not very spacious. Ideal for solo, couple of a small group of friends for a tasty fast and complete dish at a decent price.",
4.0,"The waiters don't listen to you properly, I asked them to provide boneless chicken and on 10 visits they provided me with boneless chicken for 3 times they never listen to you",
3.0,"Good as a take-away service and fast. But not good as a dinner restaurant because they have a sitting side of the road, a lot of noise and pollution. Food is just okay.. I'd say. But beware of you strict vegetarians, this place isn't for you.",
2.0,"The quality of food and service is below average. Each food served here is not at all fresh. Compared to the quality and quantity of food is very expensive here. They pay the commission to Taxi, Cab, car drivers to bring guests to this place. Located just outside Sindhi Camp RSRTC Central Bus Stand and open until the end of the night are only advantage. Not at all recommended for families especially in the night or at sea hours. Not at all Hygienic. Shabby and the dull atmosphere. Only try this place if you travel from Sindhi Camp RSRTC Central Bus Stand and will not have enough time to have food. Otherwise this place is safe to avoid.",
1.0,"I ordered a zomtao order and they gave this food from the tapri footpath.. Chicken was completely burned and it wasn't the chicken. It was ""bulls. Very bad feeling. I wasted my 13000/Rs ...",
3.0,It's a restaurant at the Sindhi camp bus stand. Dear for its ambiance. Just a very casual place that offers good non-veg food. Not a place to go with the family. It's better to take your food away. Enjoy your chicken.,
4.0,"A roast, no one should miss the one with a little spice with a lemon stroke on the side of the sweet coliflower salad, during the visit there. Speciality Maharaja was bangon! Given 4 stars due to the environment and the sitting place.",
1.0,I wasted a very bad experience removing myself... Butter roti ordered got an orderly chicken that they forgot to give.... Totally spoiled my food... Sitting is good and good but taking must have been pathetic completely messed up...,
4.0,I had the boneless chicken biryani and Lehsooni tikka chic. Broooooo was the spirit blowing! I mean the place was under construction so no place to sit.,
4.0,"Although the location and sitting area are not very comfortable, you have to go try one of the best chickens in particular the Malai chicken sauce, you will know when it arrives because it simmers like a volcano and each bite is filled with chick chicken that melts in your mouth You have to visit for chicken lovers!",
1.0,The behavior of the staff is very bad also they do not serve in time. Very bad taste and unhygienic food.,
4.0,"Regular veg, non-veg. Shops look like taxis. Snacks are licking fingers and also the service style is stunning",
1.0,"The restaurant is small, the taste is bad, if you visit the kitchen, you could probably think twice before going back to dinner there",
3.0,The food was better in the past and now the quality has been degraded and it must maintain hygiene there.,
3.0,Good non-vegetal restaurant at Sindhi camp.,
1.0,"The wrong place, the worst place, no body should go, if you want to go with ur own risk they behave that they favor you after giving good after full payment, the worst place means the worst place, they behave poorly their customers, the owner all idiots",
4.0,"Night out, looking for good food? Then this place is not full of chicks, but certainly a very good place to eat chicken.",
4.0,The best thing is that they are open at 24 hours.. but never try tandoori chicken roll there (bad experience),
4.0,"Good food, good employee behavior, good service.",
4.0,"Beautiful quality of food not veg available, fast service, last night open",
1.0,"I had ordered food online via zomato n received food state even was informed at the restaurant twice, but they did not replace it",
4.0,I liked the food. One of the best dishes I had in Jaipur was here.,
4.0,Chicken cravings.. doesn't matter what time @taxichick-inn,
4.0,"Excellent, optimizing money and a good environment to spend good time with family and friends.",
4.0,"A great value for money... I had dinner and I had a good service, the tables and the decor are basic, but clean.",
3.0,"Food is good, but only three stars as place and service is worse.",
4.0,"So this place is like Mecca for non-veg enthusiasts who usually do not sleep early at night. 24/7 place, right next to the main entrance government bus stand. One could not expect a better chicken at night than that.",
3.0,"Well, the restaurant also provides food in midnight, Anyone looking for dinner late at night is welcome. The food was OK, Cant expects a lot, although it was good.",
4.0,"Good food but need to work on service, place of rest and lighting for sure.",
2.0,Average food but full day service is good,
3.0,Ordering food online. The quality of the food was good but very late delivery.,
4.0,The taste of food is really delicious. I appreciate the service,
4.0,A very good experience. Very well cooked food and fast service and parking assistance.,
3.0,Delicious food but the environment is not good for the family...,
4.0,The food is beautiful ..... But the atmosphere is not good ... and not a good place to sit,
3.0,"I heard some great reviews, but when I went there, the chicken was dry.",
1.0,Kadhai chicken is better but fried rice is not good.,
1.0,The worst restaurant in Raja Park... to tear up I must say...,
1.0,"Not clean, sevice is poor, less quantity compared to price, and the last step for family",
1.0,"The worst part is that it was a long time ago, but now it's worse.",
3.0,Good non-vegetal meal. Open 24 hours a day.,
3.0,Food is good but no space to sit,
3.0,"Tasty foods, but that could be more hygienic",
4.0,Nice place Good Food really Tasted ...,
5.0,"Good food Nice staff interaction . The service department is an add on to the taste of the food of the place. I had several things like chole bhature, a full executive meal and some Chinese dishes as well",Mad Desus
1.0,"Worst experience 👎👎👎

BAD FOOD-UNHYGIENIC-WORST PLACE EVER 👎👎👎

2 days back I went to this well known place for sweets and snacks. After consuming their snacks I felt very bad stomach ache, diarrhea and infection for good 15-16hours. I never thought it was because of their bad food quality.

But when my dad and mom faced the same issue next morning after having their sweet. I felt something is off. And when I checked their google reviews there are hundreds of customers complaining about their bad service, unhygienic food. All 3 of us got bad stomach infection and my mom had to suffer medication for 2days due to this food poisoning.

Worst worst worst experience.👎👎

Would never recommend them to anyone. Guys please be aware of such frauds with fake branding. I feel sorry for the people who didn’t check their reviews and paying them to get our health compromised.

👎👎👎",Chitra Soni
4.0,Average Indian fast food or so called street food. Sweets are good too.,Indian Express Tbilisi
4.0,"Kanha is popular for good quality and delicious food. Service is good. North Indian,  South Indian food , Fast food items , Indian  Sweets and Bakery & Confectionary items are available.
On ground floor sweets & bakery items are sold and food court is on first floor, second floor have Tan sukh Banquet Hall.
WHEELCHAIR parking is there.
Food is reasonable. Staff is polite.",Ajay Mathur
1.0,"Your service is not good. Yesterday I ordered onion kachori Amritsari kulcha from you, the onion kachori was oily and there was no chutney, you gave me tamato ketchup, the kachori was cold.  The Amartsri Kulcha was not fresh. There was a bad smell coming from it, it seemed as if the stuff inside had gone bad.Do you want to ruin someone's health by feeding them such food? If someone's health gets spoiled by eating such food then who will be responsible for it? I also sent mail regarding this but there is no response I have lost all my money. I want my money back
We can't even feed such bad food to animals. I threw it in the dustbin.Time and money are completely taken but service is bad. Their food habits should be investigated. They want to spoil the situation by feeding them bad food.",Chanchal Khandelwal
5.0,"Had breakfast here , quite tempting and delicious . Their preparation is really very hygienic .",Aryan Pal
3.0,"A decent place for dining. The menu offers a good variety of dishes, especially the sweets and snacks, which are their specialty. The food quality is satisfactory, though some dishes could use a little more flavor.",Arin Barjatya
3.0,"It's kind of food court, where you will not get service on table, it is self service restaurant. Family restaurant, it was quite pack on Friday night.
Food was okay okay, we have ordered following items:
1. Paneer tikka 4/5
2. Idli sambar 3/5
3. Jalebi 5/5
4. Burger 4/5
5. Fried momos 1/5 (stuffing was very dry, this dish was main spoiler)
6. arbaritta pasta 2.5/5 ( average, not creamy)
8. Hot cofee 3/5
9. Pav bhaji 4/5
10. Pizza dosa 4/5",Deepti Yadav
5.0,All the items are very tasty must try Kaju Rose Laadu and Kanpuri Laddu. Packing is also very good. Behaviour of the staff is really appreciated. Also they delivered the order on given time. So must visit place.,Arpesh Raj Mathur
5.0,"Visited Kanha in a solo trip for official work to Jaipur. It is a nice big restaurant with lots of variety including a Sweet shop, Namkeen, bakery , chats, South Indian food, thali , Chinese, icecream etc.
I ordered Tanduri platter and it was awesome. It was served on a sizzler plate having Paneer Tikka, Kababs, stuff paneer, Daal makhani and Naan. Very filling for one person.
The restaurant also served many varieties of sweets, cakes, shakes etc.
Overall very good place for Vegitarians.",Rohit Bathwal
5.0,"We tried the paneer momos and red pasta, and the taste was fantastic. You can experience the authentic kulfi flavor only at Kanha, along with exceptional quality.",Sunjeet Singh Rathore
3.0,"I have dine in 3-4 times in this restaurant. But my problems are
Cashier never asked or maintain queue for taking orders , even people should learn basic manners.
Parking problem as well
Taste of some food like pav bhaji and continental are nit that good
Chats are nice
Seating area is nice
So overall a 3 star for quick food it is good.",Gaurav Mishra
4.0,"The two times we visited Kanha, we had a nice experience. We have tried steamed momos, cold coffee with ice cream (perfect), rainbow pastries (nice and soft), Chole bhature, Chinese platter, mysore masala dosa, Moroccan cheese loaf ( it tastes just like any other pizza with the same sauce, cheese and toppings. Nothing new about that), chocolate thick shake (had no froth, and tasted a bit off bitter), lachcha rabri.
1. Steamed momos - nicely filled and the stuffing was okay. The outer covering was well cooked and not so thick.
2. Chole bhature (2) - Bhature were fluffy and big enough. Chole were not so tasty though.
3. Chinese platter - included chowmein, fried rice, paneer Manchurian, manchurian. All were good and enough quantity. If you want to try Chinese items go for this instead of ordering separately.
4. Mysore masala dosa - sambhar and both chutneys were okay. Dosa was not so good...not recommended.
5. Lacha rabri - the best item of our list. Richly flavored and creamy.
6. Kala jamun were perfect. Must try all sweets I can say.
7. Chole kulcha were good.
8. Masala dosa was very nice too..crisp and tasty.
9. Chilli guava mojito and dark Belgium frappe tasted fine but the frappe could be better and creamier.
10. North Indian thali had good options including the sweet which tasted so pure and fresh. Good value for money.
11. Raj kachori was not at par with the other kanha outlets. There was no stuffing, instead just a lot of curd.
Overall, I think a lot of people left their plates with food still left in them. And we think that this branch has not the same taste that kanha is famous for.",Siddhi Khandelwal
3.0,"Mithai rates are very reasonable and varieties are very good
Atmosphere is nice",HIMANSHU CHAUDHARY
5.0,"Amazing experience with delight food and sweets Cake Rasamalai all are very amazing in taste.
Thanks Khana for wonderful staff specially Mr Umesh Yadav ji who always serve with smile.",Arpit smileonface
3.0,"Food was okay, we ordered Tansukh special Sizzler and pink sauce pasta along with Kaala Khatta moktail and Chacha. But I like taste of its Malviya Nagar outlet more, pink sauce pasta over there was amazing but here it wasn't that good. Overall its a nice place for family dine in.",Namrata D
3.0,"The famous mithai shop in Jaipur and also has a food court and a restaurant on its first floor.
Sweets are good.
Food at the food court is very average, I have tried a lot of dishes here and always want to tell them to improve food taste and quality. Kyuki ye ek achi jagah hai jaha sab kuch available hai aur is place ka naam bhi hai to khaana better karo bhaisaab!",Shivani Jain
4.0,"There are two sitting areas, Ground floor is mainly for quick bites/sweets and 1st floor is proper restaurant. Ground floor food is ok type, didn’t like it much, also it’s very crowded. Restaurant is good , little peace there and food is also ok.",Rishi Tyagi
5.0,"One of the best Veg. Place to eat in Jaipur. The Food quality, service and options are great. The food is tasty and affordable. You can try the platters. You can also take namkeens for your home.",Healer Abhijeet Gohil
1.0,"I order finger chips.
The qty of finger chips you can count 12pcs .

Price are very high .

And qty of food is like 2-3 spoon.

I went to manager and asked him what is this .. he told me nothing he can do.",Gaurav Jain
1.0,"I ordered Dahipuri, they delivered it without puri. Just the dahi and other chutney and didn’t even receive the call when I went to complain.",Bijayinee Satpathy
5.0,"Kanha restaurant in Vaishali Nagar, Jaipur, is a delightful culinary haven for food enthusiasts. Nestled in the heart of the city, this restaurant captivates diners with its inviting ambiance and delectable offerings. Known for its authentic and flavorsome Rajasthani cuisine, Kanha serves a diverse array of traditional dishes that tantalize taste buds and leave a lasting impression. From the aromatic spices to the warm hospitality, every aspect of the dining experience at Kanha is a true reflection of Rajasthan's rich culture and culinary heritage. Whether locals or tourists, visitors can relish a memorable gastronomic journey at this charming restaurant in Jaipur.",Giriraj Prajapati
2.0,Food could have been better. Dosa was a bit good yet cold but hakka Noodles were worse. And served after more than half hour. Please improve,Ruhi Bhatia
1.0,"Staff is very non-cooperative, they don’t even have any fear of negative reviews. They were like do whatever you want to do but we are not interested in entertaining your problem. Being the Tan Suk’s manager Mr. Vimal Jain has no liability towards their customers. Deeply dissatisfied!!!",Ravi Mahar
5.0,The restaurant is on queens road vaishali nagar jaipur. Yeh food is awesome good place to dine in for family. Lil busy in eve time as there is lot of crowd. Minimum order delivery time is 10-15 minutes. The management is good.,deepak yadav
3.0,Food was good. But service wasn't that good at all. Got kachoris which weren't hot and food isn't delivered on time as well.  And that ruined the overall experience.,Vishal S.
2.0,"Found a hair in masala dosa. When complained the person said sorry and it’s happens. It happens?? The cleaning staff told me not to order dosa again and to order  something else as they don’t listen. This means this happens occasionally and the managerial staff don’t listen, so guys b careful. Also I have noticed staffs wearing shower caps but this isn’t enough what about the hair growth in their hands. The chefs in Kanha seem to be maharaj kind of guys and not professional staffs so hygiene does seem to be an issue to me. Specially compared to the rates which is comparable to a good restaurant. U guys will still make money but at the cost of hygiene sorry not acceptable!!",Tulika Sipani
5.0,"Kanha is favorite place for fast food as well as vegetarian dinner. The quality of food is superb. Hygeinically, it's safe to eat here. Best place to dine in with family & friends. Cookies, sweets, chocolates are very delicious. My daughter found her favorite donuts here. It's a safe place to visit along with kids.",Tara Chatnani
4.0,"Never expected this outlet to be this amazing.
The quality and variety of dishes served here is amazing.
Among other dishes we tried Chola bhatura and it’s taste was by far the best I ever had (believe so).
Apart from this we had paneer dosa, pao bhaaji, lassi and French fries.

My ratings:
Food : 4/5
Service : 4/5
Taste : 3.5/5
Ambiance : 3.5/5
Cost : 4/5 (not expensive but not too cheap as well)",Vedant Sah
4.0,"Overall good place to have breakfast to dinner,  heavy rush taking time to prepare your order. Food is also good in taste.",Bulkesh Kumawat
5.0,"Kanha is  the best place to eat food with family or with friends. Their food is sincerely good and tasty. The environment is clean and hygienic.  Food is worth the price and wait.
They have variety of options in different- different cuisines.
Loved it.
Mandate item to try- chowmein and chole bhature.",Rahul Sharma
4.0,"Food was good but they kept us waiting for 45 min from 12.50pm to 1.30 pm for special thali were I was expecting atleast butter panner and nan. Nan anyways was there but paneer was mutor paneer which was not as good. Actually my son was only interested in butter panner
masala and it was not there in special thali. 😑
Anyway good and freshly cooked food is appreciated but staff seemed helpless because of such a rush of demand. They were polite when we asked them so many time which was so irritating I thought 🙄",Rakesh Meena
4.0,We have tried various items here and everything was delicious. This place is in our go to list everytime. Staff seems little rude though. Grumpy faces always😄,Pragya Tomar
5.0,"Service was excellent and I personally loved it
Food was good but I liked the desserts the most
Was served in an expert way and waiters were kind enough. Loved the understanding that they made.
Place was a good dine - in and I really appreciate the services provided for elders. Lifts and staircase both are available. Present on a high profile above the kanha. Really good and you should try it.
But only complaint I have was there was no receptionist. So we have had to wait 10 mins before they got our attention and chairs and tables were arranged. Four seater tables are there along with round curved sofas. We were like a big family so the tables were jointed to make one. Then the problem came, I got seat between two tables. Up and down... Really annoyed after that experience.",Saksham Jasoria
5.0,"Fast service, delicious food only vegetarian",Shivam Saini
4.0,A wide range of fast food options were available ranging from pyaaz kachori and lassi to chole bhature and pav bhaji and south indian options. The Raj Kachori and Lassi were really good. It's a self service place and can get very crowded. That's why getting a table can become difficult at times.,akshat singh
5.0,"All types of sweets and breakfast especially Rajbhog, Rasgulla, chale bhature yamini are tasty.",Dr.Anil Mathur
5.0,"Everything is very goooood,
No words
Specially sweets and bakery....
Rasmalaiiiii very yummmmy😋
Managing Staff very cooperative....",jatin jetwani
5.0,"One of the best vegetarian places at Vaishali Nagar. Great food at reasonable prices....!!!
Best place for family dine outs and friends hang out....!!
One of my favourite places in Vaishali Nagar.
Must try- Masala Dosa, Cholle Bhature and Raj Kachori.😋😋",Aditya Bhararia
5.0,Food was excellent. This place is always crowded so there is 20-25 min waiting time but great food is worth waiting.,Vinay M N
4.0,"After a hike at the Smriti Van, we had our breakfast here on the way back home. The food is authentic and tastes yummy. Sambhar tasted very similar to what we get in the south and Dosa was very good. Khandvi and jalebi were excellent too.",Mridul Nahata
5.0,"I've been going here since I was young. It's the best for tasty, fulling meals at very reasonable prices. Do try CHOLE BHATOORE here, it is the best. You can even visit Tansukh, where you will be able to experience a proper dine in. You can order anything from Tansukh while sitting downstairs in Kanha and vice-versa. Even the Sizzler in Tansukh is worth trying, they have 4-5 variants.",Himanshi Jain
4.0,Food is really good. Sizzler and main course 5 star. Their mocktails are also nice. Cinderella is a must try. Paneer Lahore for spicy lover and paneer lababdar awesome taste. Their tandoori rotis you can tear with 2 fingers only super soft and tasty. Words are less to describe the food quality. Best place for family gatherings. They have banquets too.,sanjeev biswas
5.0,"A great place to have your meal. Breakfast, Lunch, Dinner, Brunch, Fast food. Everything is available here.

Suitable for families and Bachelors both.",vishal singh
2.0,"Kanha the name is enough to stop the car at the outlet, the food is amazing and shows why people trust the store.

The service is the concerned which needs to be monitored on high standard, really disappointed when a cashier while I wanted to order, does not first attend me and expect me to wait without encounter with me and then I ask for the little attention ,i got a wonderful comment "" Dikh nhi rha kam kr rha hu"" . The anger which i swallowed is all because I was with my family and dont want to create a scene.

Don't want to share a name however I think this should be monitored, since I don't want the same to happen with anyone else.",Yash Dhingra
5.0,"Jaipur’s best vegetarian restaurant. Good staff, yummy food in cozy dining hall. Cleanliness perfect and it’s very hygienic. Cost wise ok ok but food is awesome. Be it paneer items, be it mix veg, be it halwa and be it simple daal roti, every food is so awesome.",Bhagirath Vishwakarma
5.0,"Great options of sweets with a very helpful and polite staff. I am , was and will always a great fan of kanha sweets specially the kanpuri ladoo",Manan Jain
4.0,"Kanha - A pure veg place .
A popular name in the city, they are a chain of pure-vegetarian sweet shops, that also offer a variety of dishes from North Indian, South Indian, and Chinese cuisines. Also a bakery, they remain a household favorite amongst many families for casual lunch/dinners as well as for its delightful sweet preparations. Apart from this, they are also known for offering lip-smacking chaats and snacks, which are some of the most popular items on the menu in addition to Chhole Bhature, and Raj Kachori.",Pushpendra singh Shekhawat
4.0,"One of the best vegetarian places at Vaishali Nagar, JAIPUR .
When I am at jaipur I prefer to take at least one meal at Kanha.
Great food at reasonable prices....!!!
Best place for family dine outs.The quality of food is superb. Hygeinically, it's safe to eat here.
Raj Kachori is my favourite dish, test of Raj Kachori ... लाजवाब..., and the most important thing is tou get everytime similar tast.
Minimum order delivery time is 10-15 minutes. The management is good.
You may have, Special North Indian thali, South Indian, Continental and Chinese all under on roof. It has its unique recipes.
Must try- Masala Dosa, Cholle Bhature and Raj Kachori.😋😋
Sweets division have a wide range.
Bakery have a mass range . I like biscuits and Nankhatai .
And at last in namkeen भुजिया is my all time favourite.  Perfect blend of all ingredients.
Must try- Masala Dosa, Cholle Bhature and Raj Kachori.😋😋
Sweets division have a wide range.
Bakery have a mass range . I like biscuits and Nankhatai .
And at last in namkeen भुजिया is my all time favourite.  Perfect blend of all ingredients.
Raj Kachori is my favourite dish, test of Raj Kachori ... लाजवाब..., and the most important thing is tou get everytime similar tast.",Pankaj Baheti
1.0,"Very expensive dining, and at ground floor, the place is very very crowded, and staff are not supportive with the required order",Umesh Girnarkar
5.0,Best place to pacify your cravings for every type of food. Very peaceful environment and sitting area. Multiple counter makes it really a quick bite. And their food is very fresh.,Sourabh Bishnoi
5.0,"Best place for various things
Like sweets to brkfast
Brkfast to lunch brunch or dinner
They have so many varieties of food and drinks as well as snacks and sweets",Rupali Rawat
4.0,It’s a good veg restaurant with two sections an AC 1st floor and Non-AC ground floor. Good taste veg food,Sneha Shahi
5.0,"Milk Cake, Gulab Jamoon and Other Sweets are of Best Quality.
All cookies and Item Superb.
Behaviour of Staff is excellent Especially Pawan Sharma Ji

Thanks and Best of Luck  !!",Sandeep Dhayal
5.0,"Good place to sit  , it will give you the equal feel of sitting at haldiram or bikanerwala,
Ambience is very classy with beautiful lighting n enough options to choose from,
Packed golgappe is too much, with tasty serving of white pasta,

Will vidut again for more delicacies, 😊",Shoma Chatterji
5.0,"Had breakfast and dinner from here, 20th to 24th December. Food is very good. Good parking space.",Sagar Sivan
3.0,"This place is good if you go in the afternoon for lunch. In the evening it is very crowded just like street food stalls.
Believe me you will get irritated by standing in queue buying coupons, then again standing in queue and waiting for your food to be prepared and served during evening hours. The food quality is good for some items whereas average for other items.

So, overall you won't find having dinner in happy and peaceful way if you visit there as the service is too slow compared to the crowd present there. Well not to blame Kanha team as they are all doing their job. I would rate this place average.",Dr. Umesh Gurnani
5.0,"Very good atmosphere, must visit place, specially
Mr Pawan sharma ji and dinesh ji from this store attended us very politely.",Pulkit Gupta
4.0,"Nice one - billikg takes time many a times I have observed, though single big size space in budget with hygiene",Tanveer Ahmed
5.0,"Kanha is my go-to snack shop for tasty, hygenic food Their plain variant of food is especially delicious. I highly recommend it to everyone and can vouch for its quality and test you will love to go again with your family and friends very tasty and affordable",AMAR WADHWANI
4.0,"It is really good dine in restaurant, you can get any type of food here and it is a self help compartment which emphasis it's cleaning region too. Overall really good and middle cheap money place",Dinesh Joshi
5.0,The food is very tasty and delicious. Services are fast and good the only problem is parking which is not enough for the vehicle.,Puneet Kumar
5.0,"It has been an epitome of standard and a perfect place for whatever you wanna eat out of hundreds of stuff available here. The biggest highlight of this place is maintaining a minimum standard in so many things round the year. From sweets to namkeen, cookies, cakes, decorative mix of several items,aa pastries and lastly the live counter for multiple items from breakfast to dinner, this place definitely promises to gratify you to the core. From small order to bulk order like 50 kg sweets, we have tried this place for more than 100 times and everytime it exceeds our expectations and prompts us to visit again and again. It's hard to point out their best offering as nothing is less than wow. I will surely recommend it to everyone be it a normal day or a special occasion!!!",Ankit Shah
5.0,Good quality all sweet and food  must try rasamalai or kaju pista roll very tasty,lavish kumawat
5.0,"Similar to the haldiram's it is also a nice restaurant. Food is fresh and tasty. Sitting area is ample. There are all other facilities available like parking, washroom, drinking water, hand wash water etc.",iGaurav Nagar
5.0,I tasted daal ki kachori which was small and tasty. The atmosphere is also peaceful. It is a family place to go and try new dishes. They also offer Jalebi with kesar doodh combination but after 5 pm in the winter evenings.,Aastha singh
4.0,"hundreds of times. Online food delivery takes a bit more longer then expected. If you're thinking of personally visiting the place during this pandemic they'll take your temperature and ask for your name and contact number. Thus keeping the record of customers. But after entering the restaurant you're on your own. No social distancing is being practiced on cash counters
Though I would like to tell you pros
Nice ambiance
Awesome food
Cleanliness
Taste is good",Rahul Rathore
4.0,"Good place for veggie lovers, you do get Jaini food here, they do have all the varieties, specialising in desserts. From South Indian to Rajasthani to Punjabi, they serve all kind of varieties. And they do have kids menu with things like Pizzas, pastas, burgers and pastries.",Rajat Arora
5.0,"I am a fan of this place. There are 3 khanha places in Jaipur, I have tried sweets from 2 of these and I like them. Chenna toast, rabri gulab jamun, big gulabjamun, coconut laddu are some of the must try sweets here.",Asish Kumar
4.0,Taste of fast food is awesome. Price are good. Nice preparation and nice presentation. Must try this restaurant.,Easy Engineering Tech by Neha Ma'am
4.0,"Food was delicious 😋, had a wonderful time over there, though the place is almost full most of the time with a waiting period. It's a go to place for me and it's not so expensive compared to the facilities and services they provide. You'll get decent parking but no wheel chair access.

Just one advice book a table in advance it will save your time.",Siddharth Gaur
5.0,"Food was awesome and reasonable price. Service was also quick. I highly recommend this restaurant but only thing that I don't like is the parking space,it is limited",Abhishek Sharma
5.0,Well a perfect place for Kadhai Doodh Jalebi ... Loved it,taffy Aish
4.0,"Located in the Vaishali Nagar region in Jaipur, Kanha offers both South Indian and North Indian dishes as well as sweets. The restaurant has ample parking space and works in a self service manner. First we have to collect the bill and then give it at one of the counters to get our food. They have seperate counters for South Indian, North Indian and Chinese dishes.

We tried their executive thali, fried rice, masala dosa and also bought various sweets as takeaway. They were all delicious. I especially liked their dry fruits kachori.

Overall I enjoyed the dining experience at Kanha and I'd recommend it as a nice place to go with friends, family or a partner.",vishnu r
4.0,"It is one of the best eating places in the branches in important areas of Jaipur. The choice of menu and delivery is extremely good. Staff shouting after readying the dishes should be avoided, the installed token system is hardly used for silent delivery. Can be improved.",ramakrishna susarla
5.0,The place is good and so is the Food!! We enjoyed eating it here.,Jasjeet Singh
5.0,"Today i visited kanha and the food was awesome and staff was also amazing ,, seriously i would love to recommend this place",ASHUTOSH TIWARI
1.0,"On 29th January 2022. I have ordered chowmin from kanha restaurant. Chowmin was horrible. It seems like Maggi. They have send me Maggi instead of chowmin. They don't know the difference between chowmin and Maggi and charging very costly. I will accept it as a Maggi and can give 3 or 4 star but that was also horrible in taste. It was tasteless and they haven't add spices also. Colour was yellow. Which chowmin has yellow colour after making.
Please don't order from this restaurant you can dine in so that you can also see what they are making in front of you.",Vidhu Mathur
1.0,"Worst Service , Worst Customer Service, food spoiled ….  Don’t recommend to visit either for delivery…. Night shift guys are so unprofessional n irresponsible… Dont Visit",ajay bawa
2.0,No value for money these days. Kanha has dropped its ethics to zero. Ordered this plate of sabudana for 120 which doesn't even worth 60. There other better places which serv s the same quantity with quality in 50-50 RS,roopal sharma
3.0,"This was my first experience at Kanha for the food besides its sweets and fast food, the food doesn't  have much depth of flavors it was just Okish.

On the other hand the masala and mysore dosa was good, perfect spicy, crispy with tangy sambar

Kanha need to up the game for its food items.",Aamir Khan
4.0,At nominal rates sweets and all north south east west Indian dishes awailable from 8 AM onwards.  Self service dining n take away.  Good place to hangover.,Joy Jacob
3.0,"The food at Kanhas is outstanding, I think the reason why it's so packed and crowded!! The menu is limited but The service is quick, food is delicious and fresh. The crowd makes it difficult to enjoy your meal.",Ekta Kungwani
1.0,I have recently placed and order through Zomato and surprisingly the complete order has not been delivered by the kanha Vaishali Nagar Jaipur as they have charged for 3 items (2 pieces each) wherein have delivered only 2 items (4 peices only). Tried to connect at restaurant and they are so much occupied that the officials don't even bother to pick up the calls on customer and Zomato officials.,Vikas Pareek
4.0,"Kanha one of the finest restaurant chain in Jaipur, You may have, Special North Indian thali, South Indian, Continental and Chinese all under on roof. It has its unique recipes. But I found some of the staff members without mask & food safety gloves serving the food. other wise the overall experience was good",Tech Vichar
5.0,We tried almost 10 different types of dishes.. All wer simply awesome and delicious,Shashank Sharma
5.0,"Food was good, tasty and hygienic. But they reduced portion size too much during the lockdown.😊 …",Shubham Jain
5.0,A good place to buy sweets and grab a quick snack. They have dine in options too in the floors above. Quality and taste of food is great. Highly recommended,Akanksha Thakur
5.0,"Nice food and ambience..
Maintaining hygiene well in such situation which is very important..
Navaratri Fast lunch available.. 🙏🏻😍
Tan-Sukh Man-Sukh and Pait-Sukh😬🙏🏻 …",Mohit Sharma
